name,email,firstName,lastName,middleName,targetValue,status,registeredTime,deregisteredTime,lastContactTime,lastInternalIpAddress,lastExternalIpAddress,deviceType,deviceGroupName,windowsPlatform,osVersion,sensorVersion,avEngine
"SENTINEL\WELLSFARGO",SENTINEL\hirshberg,"","","",MEDIUM,REGISTERED,2017-01-12-175526,"",2017-08-22-172934,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\helpdesk",smolds,"","","",MEDIUM,REGISTERED,2017-01-18-164152,"",2017-08-22-172926,"",173.251.20.37,WINDOWS,"default","",Server 2003 x86 SP: 2,1.0.6.161,""
"SENTINEL\THECOMMONS13",SENTINEL\the commons l,"","","",MEDIUM,REGISTERED,2017-01-12-175718,"",2017-08-22-172920,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\ASPREY50",SENTINEL\aspreys,"","","",MEDIUM,REGISTERED,2017-08-22-141403,"",2017-08-22-172918,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\BARTOLOMEI",SENTINEL\bartolomei,"","","",MEDIUM,REGISTERED,2017-01-12-172901,"",2017-08-22-172914,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\olds-w10",SENTINEL\olds,"","","",MEDIUM,REGISTERED,2016-11-01-133547,"",2017-08-22-172855,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 10 x64,1.0.6.161,""
"SENTINEL\CHINAPEN1",SENTINEL\chinapen,"","","",MEDIUM,REGISTERED,2017-01-12-173745,"",2017-08-22-172855,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\QUALITYHILL2",SENTINEL\qualityhilla,"","","",MEDIUM,REGISTERED,2017-01-12-175253,"",2017-08-22-172854,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\CARRINGTON1",SENTINEL\carrington,"","","",MEDIUM,REGISTERED,2017-01-12-173839,"",2017-08-22-172854,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\KINGSCREST1",SENTINEL\kingscrest m,"","","",MEDIUM,REGISTERED,2017-01-12-174908,"",2017-08-22-172851,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\BLAUER",SENTINEL\blauer,"","","",MEDIUM,REGISTERED,2017-01-12-172913,"",2017-08-22-172850,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\SHUBAYEVA1",SENTINEL\shubayeva,"","","",MEDIUM,REGISTERED,2016-11-03-153924,"",2017-08-22-172849,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\LOFTLAKEVIEW13",SENTINEL\loftsatlakeviewl,"","","",MEDIUM,REGISTERED,2017-08-22-141351,"",2017-08-22-172846,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\NonaPark2",SENTINEL\nonaparka,"","","",MEDIUM,REGISTERED,2017-01-12-175300,"",2017-08-22-172846,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\RITTENHOUSE1",SENTINEL\rittenhouse m,"","","",MEDIUM,REGISTERED,2017-01-12-175720,"",2017-08-22-172842,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\ARCILA-OLIVARES",SENTINEL\Arcila-Olivares,"","","",MEDIUM,REGISTERED,2017-01-12-172859,"",2017-08-22-172841,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\SONTERRA13",SENTINEL\Sonterraatpvl2,"","","",MEDIUM,REGISTERED,2017-08-22-141351,"",2017-08-22-172837,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\OMARASHVILI",SENTINEL\omarashvili,"","","",MEDIUM,REGISTERED,2017-04-04-201334,"",2017-08-22-172833,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\ASPREY14",SENTINEL\aspreys,"","","",MEDIUM,REGISTERED,2017-08-22-141400,"",2017-08-22-172832,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\STAVRIDES",SENTINEL\stavrides,"","","",MEDIUM,REGISTERED,2017-01-12-175541,"",2017-08-22-172830,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\CHESWYCK1",SENTINEL\cheswyck m,"","","",MEDIUM,REGISTERED,2017-01-12-173911,"",2017-08-22-172829,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\RITTENHOUSE2",SENTINEL\rittenhouses,"","","",MEDIUM,REGISTERED,2017-01-12-180540,"",2017-08-22-172824,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\BALOGA",SENTINEL\baloga,"","","",MEDIUM,REGISTERED,2017-02-08-175415,"",2017-08-22-172823,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\MONDESIR",SENTINEL\mondesir,"","","",MEDIUM,REGISTERED,2017-04-19-193946,"",2017-08-22-172820,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\AVANT3",SENTINEL\avanta,"","","",MEDIUM,REGISTERED,2017-01-12-173002,"",2017-08-22-172818,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\CHERRYCREEK50",SENTINEL\enclavecherrycreeks,"","","",MEDIUM,REGISTERED,2017-08-22-141405,"",2017-08-22-172818,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\KUNESCH",SENTINEL\kunesch,"","","",MEDIUM,REGISTERED,2017-03-30-184344,"",2017-08-22-172818,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\CROSSINGS13",SENTINEL\Crossingsl,"","","",MEDIUM,REGISTERED,2017-01-12-173824,"",2017-08-22-172817,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\DEERWOOD4",SENTINEL\colony at deerwood a,"","","",MEDIUM,REGISTERED,2017-01-17-172957,"",2017-08-22-172816,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\SHADELAND2",SENTINEL\Shadelanda,"","","",MEDIUM,REGISTERED,2017-08-22-141341,"",2017-08-22-172815,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\910PENN1",SENTINEL\910Penn,"","","",MEDIUM,REGISTERED,2017-01-12-172620,"",2017-08-22-172814,10.0.47.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\COPPERFIELD14",SENTINEL\copperfield l2,"","","",MEDIUM,REGISTERED,2017-01-12-173857,"",2017-08-22-172813,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\MICHELLIW7",SENTINEL\michelli,"","","",MEDIUM,REGISTERED,2017-01-12-175143,"",2017-08-22-172811,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\FINGERHUT",SENTINEL\fingerhut,"","","",MEDIUM,REGISTERED,2017-04-12-190827,"",2017-08-22-172811,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\bon3",SENTINEL\bona,"","","",MEDIUM,REGISTERED,2016-11-01-133559,"",2017-08-22-172810,172.20.8.182,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\RIVERPLACECOMM6 (S-1-5-21-753412686-597961653-1159422225-20741)",SENTINEL\waldrop,"","","",MEDIUM,REGISTERED,2017-01-13-000840,"",2017-08-22-172810,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x86 SP: 1,1.0.6.161,""
"SENTINEL\WESTON4",SENTINEL\westonpoint a,"","","",MEDIUM,REGISTERED,2017-01-12-175651,"",2017-08-22-172808,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\HIRSHBERGW7",SENTINEL\hirshberg,"","","",MEDIUM,REGISTERED,2017-01-12-174818,"",2017-08-22-172802,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\update2",SENTINEL\nimdalh,"","","",MEDIUM,REGISTERED,2017-08-22-135612,"",2017-08-22-172759,172.16.1.11,173.251.20.37,WINDOWS,"default","",Server 2012 x64,2.0.3.4,4.3.0.203-ave.8.3.48.2:avpack.8.4.2.70:vdf.8.14.24.62
"SENTINEL\DELANO13",SENTINEL\delanol,"","","",MEDIUM,REGISTERED,2017-08-22-141403,"",2017-08-22-172756,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\ASPREY1",SENTINEL\asprey m,"","","",MEDIUM,REGISTERED,2017-01-12-173839,"",2017-08-22-172756,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"bowmanimac.sentinelcorp.com",bowmanimac.sentinelcorp.com,"","","",MEDIUM,REGISTERED,2017-05-17-161548,"",2017-08-22-172755,172.17.8.28,173.251.20.37,MAC,"New_Sensors","",MAC OS X 10.12.5,1.2.2.11,""
"SENTINEL\EASTCHASE3",SENTINEL\east chase a,"","","",MEDIUM,REGISTERED,2017-01-12-174231,"",2017-08-22-172755,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\FOXVALLEY3",SENTINEL\covey a,"","","",MEDIUM,REGISTERED,2017-01-12-174211,"",2017-08-22-172755,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\CAWLEYK",SENTINEL\cawley,"","","",MEDIUM,REGISTERED,2017-01-13-161546,"",2017-08-22-172754,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\BURTON (S-1-5-21-753412686-597961653-1159422225-23146)",Unassigned,"","","",MEDIUM,REGISTERED,2017-01-12-223128,"",2017-08-22-172754,172.20.8.103,173.251.20.37,WINDOWS,"default","",Windows 7 x86 SP: 1,1.0.6.161,""
"SENTINEL\LEONARDV (S-1-5-21-753412686-597961653-1159422225-24142)",Unassigned,"","","",MEDIUM,REGISTERED,2017-05-25-203734,"",2017-08-22-172753,"",173.251.20.37,WINDOWS,"default","",Windows 7 x86 SP: 1,1.0.6.161,""
"SENTINEL\SYDOR",SENTINEL\sydor,"","","",MEDIUM,REGISTERED,2017-04-17-142223,"",2017-08-22-172752,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\GREENBERG",SENTINEL\greenberg,"","","",MEDIUM,REGISTERED,2017-03-08-152330,"",2017-08-22-172752,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\TOWNCENTER2",SENTINEL\town center m,"","","",MEDIUM,REGISTERED,2017-01-12-175656,"",2017-08-22-172752,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\OAKWELLFARM13",SENTINEL\oakwelll,"","","",MEDIUM,REGISTERED,2017-08-22-141420,"",2017-08-22-172750,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\CORDILLERA14",SENTINEL\cordilleral2,"","","",MEDIUM,REGISTERED,2017-08-22-141224,"",2017-08-22-172750,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\DISTRALEIGH1",SENTINEL\mitchel,"","","",MEDIUM,REGISTERED,2017-08-22-141405,"",2017-08-22-172749,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\PETERSEN",SENTINEL\petersen,"","","",MEDIUM,REGISTERED,2016-11-02-191422,"",2017-08-22-172749,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\ANTELOPERIDGE14",SENTINEL\anteloperidge l,"","","",MEDIUM,REGISTERED,2017-01-12-172627,"",2017-08-22-172747,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\ANTELOPERIDGE1",SENTINEL\anteloperidge m,"","","",MEDIUM,REGISTERED,2017-01-12-172628,"",2017-08-22-172747,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\ANEY",SENTINEL\aney,"","","",MEDIUM,REGISTERED,2017-01-12-172517,"",2017-08-22-172744,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\ZAGREDA",SENTINEL\zagreda,"","","",MEDIUM,REGISTERED,2017-04-13-160234,"",2017-08-22-172743,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"grellimac.sentinelcorp.com",grellimac.sentinelcorp.com,"","","",MEDIUM,REGISTERED,2017-05-22-183740,"",2017-08-22-172742,172.17.8.13,173.251.20.37,MAC,"New_Sensors","",MAC OS X 10.12.5,1.2.2.11,""
"SENTINEL\Portal4",SENTINEL\nimdaab,"","","",MEDIUM,REGISTERED,2016-11-04-163514,"",2017-08-22-172740,"",173.251.20.37,WINDOWS,"default","",Server 2012 R2 x64 ,1.0.6.161,""
"SENTINEL\BARTONVINE3",SENTINEL\barton vineyard a,"","","",MEDIUM,REGISTERED,2017-01-12-173056,"",2017-08-22-172740,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\ROTH2",SENTINEL\roth,"","","",MEDIUM,REGISTERED,2016-11-22-151606,"",2017-08-22-172737,172.20.8.84,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\SYCAMORE4",SENTINEL\sycamore m,"","","",MEDIUM,REGISTERED,2017-01-12-175708,"",2017-08-22-172737,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\WILLOWSPRINGS3",SENTINEL\willow springs a,"","","",MEDIUM,REGISTERED,2017-01-12-175724,"",2017-08-22-172735,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\QUALITYHILL13",SENTINEL\qualityhilll,"","","",MEDIUM,REGISTERED,2017-01-12-212150,"",2017-08-22-172733,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\REYNA",SENTINEL\reyna,"","","",MEDIUM,REGISTERED,2017-08-22-141135,"",2017-08-22-172732,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\LUCERNE14",SENTINEL\lucerne l2,"","","",MEDIUM,REGISTERED,2017-01-12-174928,"",2017-08-22-172731,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\MCGLYNN1",SENTINEL\McGlynn,"","","",MEDIUM,REGISTERED,2017-01-12-175146,"",2017-08-22-172730,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\DELISA",SENTINEL\delisa,"","","",MEDIUM,REGISTERED,2017-03-02-175324,"",2017-08-22-172730,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\SCHARF",SENTINEL\scharf,"","","",MEDIUM,REGISTERED,2017-05-08-162300,"",2017-08-22-172730,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\ENCLAVEMEN14",SENTINEL\enclaveatmenifee l,"","","",MEDIUM,REGISTERED,2017-01-12-174258,"",2017-08-22-172729,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"malcolmimac2017ii.sentinelcorp.com",malcolmimac2017ii.sentinelcorp.com,"","","",MEDIUM,REGISTERED,2017-05-08-191433,"",2017-08-22-172729,172.17.8.25,173.251.20.37,MAC,"New_Sensors","",MAC OS X 10.12.5,1.2.2.11,""
"SENTINEL\HAVEN13",SENTINEL\havenl,"","","",MEDIUM,REGISTERED,2017-01-12-174936,"",2017-08-22-172727,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\WESCOTT3",SENTINEL\reserve a,"","","",MEDIUM,REGISTERED,2017-01-12-180546,"",2017-08-22-172723,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"changimac.sentinelcorp.com",admins-imac.sentinelcorp.com,"","","",MEDIUM,REGISTERED,2017-05-17-183049,"",2017-08-22-172723,172.17.8.29,173.251.20.37,MAC,"New_Sensors","",MAC OS X 10.12.4,1.2.2.11,""
"SENTINEL\NONAPARK3",SENTINEL\nonapark,"","","",MEDIUM,REGISTERED,2017-01-12-175244,"",2017-08-22-172720,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\WINDWARDLP1",SENTINEL\windward m,"","","",MEDIUM,REGISTERED,2017-01-12-175620,"",2017-08-22-172716,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\VAZQUEZ",SENTINEL\vazquez,"","","",MEDIUM,REGISTERED,2017-08-22-141135,"",2017-08-22-172714,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\VERSANT13",SENTINEL\versantl,"","","",MEDIUM,REGISTERED,2017-08-22-141423,"",2017-08-22-172714,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\RIVERPLACECOMM2",SENTINEL\vinge,"","","",MEDIUM,REGISTERED,2017-01-12-175645,"",2017-08-22-172713,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\DCCOM2",SENTINEL\walsh,"","","",MEDIUM,REGISTERED,2017-01-12-174214,"",2017-08-22-172712,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\ACADIA50",SENTINEL\acadias,"","","",MEDIUM,REGISTERED,2017-08-22-141356,"",2017-08-22-172711,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\ACADIA1",SENTINEL\acadiam,"","","",MEDIUM,REGISTERED,2017-01-12-173430,"",2017-08-22-172711,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"T540p-R90HKLSA",user,"","","",MEDIUM,REGISTERED,2016-11-02-182941,"",2017-08-22-172711,192.168.4.221,50.74.185.3,WINDOWS,"default","",Windows 10 x64,1.0.6.161,""
"SENTINEL\HABBACH",SENTINEL\habbach,"","","",MEDIUM,REGISTERED,2017-03-29-135022,"",2017-08-22-172711,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\LACOSTA14",SENTINEL\lacostal2,"","","",MEDIUM,REGISTERED,2017-08-22-141407,"",2017-08-22-172709,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\ACADIA3",SENTINEL\acadiaa,"","","",MEDIUM,REGISTERED,2017-01-12-172606,"",2017-08-22-172708,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\CYPRESSWOOD13",SENTINEL\cypresswoodl,"","","",MEDIUM,REGISTERED,2017-08-22-141522,"",2017-08-22-172706,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\CORBINGREENS3",SENTINEL\corbingreensa,"","","",MEDIUM,REGISTERED,2017-01-12-173831,"",2017-08-22-172706,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\CORBINGREENS50",SENTINEL\corbingreenss,"","","",MEDIUM,REGISTERED,2017-08-22-141317,"",2017-08-22-172703,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\FIRSTANDMAIN13",SENTINEL\firstandmainl,"","","",MEDIUM,REGISTERED,2017-01-12-174208,"",2017-08-22-172701,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\CORNERSTONE50",SENTINEL\cornerstones,"","","",MEDIUM,REGISTERED,2017-08-22-141406,"",2017-08-22-172701,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\CORDILLERA13",SENTINEL\cordilleral,"","","",MEDIUM,REGISTERED,2017-08-22-141224,"",2017-08-22-172701,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\GRANDVIEW3",SENTINEL\grandview,"","","",MEDIUM,REGISTERED,2017-01-12-175031,"",2017-08-22-172658,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"hallockimac2017.sentinelcorp.com",admins-imac.sentinelcorp.com,"","","",MEDIUM,REGISTERED,2017-05-18-142723,"",2017-08-22-172656,172.17.8.30,173.251.20.37,MAC,"New_Sensors","",MAC OS X 10.12.5,1.2.2.11,""
"SENTINEL\COPPERFIELD13",SENTINEL\copperfield l,"","","",MEDIUM,REGISTERED,2017-01-12-174722,"",2017-08-22-172655,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\VALENCIA13",SENTINEL\hillsofvalencial,"","","",MEDIUM,REGISTERED,2017-01-12-175734,"",2017-08-22-172655,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\EGRETSLANDING2",SENTINEL\egrets landing m,"","","",MEDIUM,REGISTERED,2017-01-12-174341,"",2017-08-22-172654,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\HPThinClientDM1",SENTINEL\sormillon,"","","",MEDIUM,REGISTERED,2017-01-19-204252,"",2017-08-22-172653,"",173.251.20.37,WINDOWS,"default","",Server 2008 R2 x64 SP: 1,1.0.6.161,""
"SENTINEL\SOMERS",SENTINEL\somers,"","","",MEDIUM,REGISTERED,2017-04-07-165820,"",2017-08-22-172648,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\CITYPLACE13",SENTINEL\Cityplacel,"","","",MEDIUM,REGISTERED,2017-08-22-141316,"",2017-08-22-172646,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\LANE",SENTINEL\lane,"","","",MEDIUM,REGISTERED,2017-02-15-171650,"",2017-08-22-172645,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\JACKSONPARK3",SENTINEL\jackson park a,"","","",MEDIUM,REGISTERED,2017-01-12-175051,"",2017-08-22-172644,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"R97E8ZG",R97E8ZG\Administrator,"","","",MEDIUM,REGISTERED,2017-04-03-210520,"",2017-08-22-172643,192.168.5.108,50.74.185.3,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\CORDILLERA2",SENTINEL\cordilleraa,"","","",MEDIUM,REGISTERED,2017-01-12-173849,"",2017-08-22-172641,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\MONTERRA1",SENTINEL\Monterram,"","","",MEDIUM,REGISTERED,2017-01-12-175408,"",2017-08-22-172638,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\DISTTAMPA3",SENTINEL\leech,"","","",MEDIUM,REGISTERED,2017-08-22-141617,"",2017-08-22-172637,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\LINKPLUMCREEK50",SENTINEL\linksatplumcreeks,"","","",MEDIUM,REGISTERED,2017-08-22-141356,"",2017-08-22-172636,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\GRANDVIEW4",SENTINEL\grandviewa,"","","",MEDIUM,REGISTERED,2017-01-12-174205,"",2017-08-22-172636,10.0.29.4,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\DALANGIN",DALANGIN\Administrator,"","","",MEDIUM,REGISTERED,2017-07-27-163525,"",2017-08-22-172635,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\WINDWARD1",SENTINEL\windward place m,"","","",MEDIUM,REGISTERED,2017-01-12-175646,"",2017-08-22-172624,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\FOOTHILLS1",SENTINEL\foothills,"","","",MEDIUM,REGISTERED,2017-01-12-174245,"",2017-08-22-172624,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\CROSSINGS2",SENTINEL\crossingsa,"","","",MEDIUM,REGISTERED,2017-01-12-173821,"",2017-08-22-172624,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\PARAGON5",SENTINEL\paragonm,"","","",MEDIUM,REGISTERED,2017-01-12-175330,"",2017-08-22-172623,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\BONTERRA3",SENTINEL\bonterra,"","","",MEDIUM,REGISTERED,2017-01-12-173010,"",2017-08-22-172620,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\RIVERPLACECOMM4",SENTINEL\zula,"","","",MEDIUM,REGISTERED,2017-01-12-180502,"",2017-08-22-172617,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\ARROWHEAD3",SENTINEL\arrowhead a,"","","",MEDIUM,REGISTERED,2017-01-12-173057,"",2017-08-22-172614,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
