name,email,firstName,lastName,middleName,targetValue,status,registeredTime,deregisteredTime,lastContactTime,lastInternalIpAddress,lastExternalIpAddress,deviceType,deviceGroupName,windowsPlatform,osVersion,sensorVersion,avEngine
"SENTINEL\MCCONNELL",SENTINEL\mcconnell,"","","",MEDIUM,REGISTERED,2017-01-12-175149,"",2017-08-22-150022,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\SONTERRA15",SENTINEL\sonterraatpvl,"","","",MEDIUM,REGISTERED,2017-08-22-141347,"",2017-08-22-150022,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\GOTHAMPROP_3",SENTINEL\gotham,"","","",MEDIUM,REGISTERED,2017-05-16-200619,"",2017-08-22-150021,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\CHAMBLIN",SENTINEL\chamblin,"","","",MEDIUM,REGISTERED,2017-01-12-174618,"",2017-08-22-150020,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\HAVEN50",SENTINEL\Havens,"","","",MEDIUM,REGISTERED,2017-01-12-175759,"",2017-08-22-150020,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\PaupWin7 (S-1-5-21-753412686-597961653-1159422225-19570)",Unassigned,"","","",MEDIUM,REGISTERED,2017-01-12-172152,"",2017-08-22-150019,"",173.251.20.37,WINDOWS,"default","",Windows 7 x86 SP: 1,1.0.6.161,""
"SENTINEL\COROMINA",COROMINA\Administrator,"","","",MEDIUM,REGISTERED,2017-07-25-171506,"",2017-08-22-150019,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\LANTERNWOODS50",SENTINEL\lanternwoodss,"","","",MEDIUM,REGISTERED,2017-08-22-141814,"",2017-08-22-150018,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\WESTON14",SENTINEL\westonpointl2,"","","",MEDIUM,REGISTERED,2017-08-22-141430,"",2017-08-22-150018,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"grellimac.sentinelcorp.com",grellimac.sentinelcorp.com,"","","",MEDIUM,REGISTERED,2017-05-22-183740,"",2017-08-22-150018,172.17.8.13,173.251.20.37,MAC,"New_Sensors","",MAC OS X 10.12.5,1.2.2.11,""
"SENTINEL\CORNERSTONE13",SENTINEL\Cornerstone l,"","","",MEDIUM,REGISTERED,2017-01-12-173932,"",2017-08-22-150018,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"malcolmimac2017ii.sentinelcorp.com",malcolmimac2017ii.sentinelcorp.com,"","","",MEDIUM,REGISTERED,2017-05-08-191433,"",2017-08-22-150018,172.17.8.25,173.251.20.37,MAC,"New_Sensors","",MAC OS X 10.12.5,1.2.2.11,""
"SENTINEL\RIVERPOINTE1",SENTINEL\river pointe m,"","","",MEDIUM,REGISTERED,2017-01-12-180543,"",2017-08-22-150017,10.0.20.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\JACKSONPARK50",SENTINEL\jacksonparks,"","","",MEDIUM,REGISTERED,2017-08-22-141454,"",2017-08-22-150017,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\VERSANT13",SENTINEL\versantl,"","","",MEDIUM,REGISTERED,2017-08-22-141423,"",2017-08-22-150017,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\ENVLAVEMEN13",SENTINEL\enclaveatmenifee l,"","","",MEDIUM,REGISTERED,2017-01-12-174245,"",2017-08-22-150016,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\OAKWELLFARM1",SENTINEL\oakwell m,"","","",MEDIUM,REGISTERED,2017-01-12-175244,"",2017-08-22-150016,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\WESTON3",SENTINEL\westonpoint m,"","","",MEDIUM,REGISTERED,2017-01-12-175652,"",2017-08-22-150015,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\esx-master",SENTINEL\nimdals,"","","",MEDIUM,REGISTERED,2017-01-18-160618,"",2017-08-22-150014,"",173.251.20.37,WINDOWS,"default","",Server 2008 R2 x64 SP: 1,1.0.6.161,""
"SENTINEL\LUCERNE50",SENTINEL\lucernes,"","","",MEDIUM,REGISTERED,2017-08-22-141316,"",2017-08-22-150014,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\ARBORHILLS14",SENTINEL\arbor hills l2,"","","",MEDIUM,REGISTERED,2017-08-22-141407,"",2017-08-22-150014,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\CROWELL",SENTINEL\crowell,"","","",MEDIUM,REGISTERED,2017-02-10-160135,"",2017-08-22-150013,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\VERSANT2",SENTINEL\versanta,"","","",MEDIUM,REGISTERED,2017-08-22-141423,"",2017-08-22-150012,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\FOXVALLEY3",SENTINEL\covey a,"","","",MEDIUM,REGISTERED,2017-01-12-174211,"",2017-08-22-150012,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\COPPERFIELD4",SENTINEL\copperfield a,"","","",MEDIUM,REGISTERED,2017-01-12-173857,"",2017-08-22-150012,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\MONDESIR",SENTINEL\mondesir,"","","",MEDIUM,REGISTERED,2017-04-19-193946,"",2017-08-22-150012,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\SMITHS",SENTINEL\smiths,"","","",MEDIUM,REGISTERED,2016-11-22-174124,"",2017-08-22-150011,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\BLAUER",SENTINEL\blauer,"","","",MEDIUM,REGISTERED,2017-01-12-172913,"",2017-08-22-150011,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\RIVERPLACECOMM4",SENTINEL\zula,"","","",MEDIUM,REGISTERED,2017-01-12-180502,"",2017-08-22-150010,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\LANTERNWOODS13",SENTINEL\lanternwoodsl3,"","","",MEDIUM,REGISTERED,2017-08-22-141809,"",2017-08-22-150010,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\ISLANDPARK3",SENTINEL\island park a,"","","",MEDIUM,REGISTERED,2017-01-12-174955,"",2017-08-22-150010,10.24.224.3,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\portalindex",SENTINEL\nimdaab,"","","",MEDIUM,REGISTERED,2016-11-04-164403,"",2017-08-22-150009,"",173.251.20.37,WINDOWS,"default","",Server 2012 R2 x64 ,1.0.6.161,""
"SENTINEL\CORBINGREEN1",SENTINEL\fairwaysm,"","","",MEDIUM,REGISTERED,2017-01-12-173831,"",2017-08-22-150009,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\EGRETS50",SENTINEL\egretslandings,"","","",MEDIUM,REGISTERED,2017-08-22-141400,"",2017-08-22-150009,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\23HUNDRED",SENTINEL\23hundred m,"","","",MEDIUM,REGISTERED,2017-01-12-163956,"",2017-08-22-150009,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\LITTLESTONE1",SENTINEL\littlestone m,"","","",MEDIUM,REGISTERED,2017-01-12-174923,"",2017-08-22-150009,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\OAKWELLFARM15",SENTINEL\oakwelll3,"","","",MEDIUM,REGISTERED,2017-08-22-141421,"",2017-08-22-150009,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\WINDWARDLP1",SENTINEL\windward m,"","","",MEDIUM,REGISTERED,2017-01-12-175620,"",2017-08-22-150009,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\CARRINGTON14",SENTINEL\carringtonl2,"","","",MEDIUM,REGISTERED,2017-01-12-173843,"",2017-08-22-150008,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"changimac.sentinelcorp.com",admins-imac.sentinelcorp.com,"","","",MEDIUM,REGISTERED,2017-05-17-183049,"",2017-08-22-150008,172.17.8.29,173.251.20.37,MAC,"New_Sensors","",MAC OS X 10.12.4,1.2.2.11,""
"SENTINEL\CYPRESSWOOD3",SENTINEL\cypresswoodm,"","","",MEDIUM,REGISTERED,2017-08-22-141528,"",2017-08-22-150008,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\ANDOVERPLACE13",SENTINEL\andoverplacel1,"","","",MEDIUM,REGISTERED,2017-08-22-141427,"",2017-08-22-150008,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\EASTCHASE1",SENTINEL\east chase m,"","","",MEDIUM,REGISTERED,2017-01-12-174233,"",2017-08-22-150007,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\RIVERPOINTE15",SENTINEL\riverpointel2,"","","",MEDIUM,REGISTERED,2017-08-22-141312,"",2017-08-22-150007,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\VINEYARDS1",SENTINEL\the vineyards m,"","","",MEDIUM,REGISTERED,2017-01-12-175656,"",2017-08-22-150007,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\GLENBROOK14",SENTINEL\glenbrookl2,"","","",MEDIUM,REGISTERED,2017-01-12-174209,"",2017-08-22-150006,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\CITYPLACE15",SENTINEL\CityplaceS,"","","",MEDIUM,REGISTERED,2017-08-22-141313,"",2017-08-22-150006,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\COPPERFIELD1",SENTINEL\copperfield m,"","","",MEDIUM,REGISTERED,2017-01-12-173858,"",2017-08-22-150006,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\23HUNDRED13",SENTINEL\23Hundred l,"","","",MEDIUM,REGISTERED,2017-01-12-164007,"",2017-08-22-150006,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\EGRETS13",SENTINEL\egretslandingl,"","","",MEDIUM,REGISTERED,2017-08-22-141400,"",2017-08-22-150005,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\COURTNEY2",SENTINEL\courtneystationa,"","","",MEDIUM,REGISTERED,2017-01-12-173824,"",2017-08-22-150005,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\WESTON4",SENTINEL\westonpoint a,"","","",MEDIUM,REGISTERED,2017-01-12-175651,"",2017-08-22-150005,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\HAVEN1",SENTINEL\haven,"","","",MEDIUM,REGISTERED,2017-01-12-174935,"",2017-08-22-150004,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\AERIALCENTER2",backup-PC\Administrator,"","","",MEDIUM,REGISTERED,2016-11-02-191910,"",2017-08-22-150004,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\GRANDVIEW50",SENTINEL\grandviews,"","","",MEDIUM,REGISTERED,2017-08-22-141635,"",2017-08-22-150003,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"PIKECREEK4",SENTINEL\Pikecreek A,"","","",MEDIUM,REGISTERED,2017-01-12-175229,"",2017-08-22-150002,127.0.0.1,50.78.55.242,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\ISLANDPARK13",SENTINEL\islandparkl2,"","","",MEDIUM,REGISTERED,2017-08-22-141400,"",2017-08-22-150001,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\landesk3",SENTINEL\ldadmin,"","","",MEDIUM,REGISTERED,2016-11-04-163246,"",2017-08-22-150001,"",173.251.20.37,WINDOWS,"default","",Server 2012 R2 x64 ,1.0.6.161,""
"SENTINEL\ARCILA-OLIVARES",SENTINEL\Arcila-Olivares,"","","",MEDIUM,REGISTERED,2017-01-12-172859,"",2017-08-22-150000,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\OAKWELLFARM50",SENTINEL\oakwells,"","","",MEDIUM,REGISTERED,2017-08-22-141418,"",2017-08-22-150000,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\KRAUT",SENTINEL\kraut,"","","",MEDIUM,REGISTERED,2017-02-28-193547,"",2017-08-22-145959,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"bowmanimac.sentinelcorp.com",bowmanimac.sentinelcorp.com,"","","",MEDIUM,REGISTERED,2017-05-17-161548,"",2017-08-22-145957,172.17.8.28,173.251.20.37,MAC,"New_Sensors","",MAC OS X 10.12.5,1.2.2.11,""
"SENTINEL\BRENTWOODOAK1",SENTINEL\brentwood m,"","","",MEDIUM,REGISTERED,2017-01-12-173833,"",2017-08-22-145956,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\FORTUNE",SENTINEL\fortune,"","","",MEDIUM,REGISTERED,2017-01-12-174108,"",2017-08-22-145956,172.20.8.116,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\SYDOR",SENTINEL\sydor,"","","",MEDIUM,REGISTERED,2017-04-17-142223,"",2017-08-22-145955,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\GRANDCENT2",SENTINEL\grand centennial m,"","","",MEDIUM,REGISTERED,2017-01-12-174231,"",2017-08-22-145955,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\BARTONVINE50",SENTINEL\bartonvineyards,"","","",MEDIUM,REGISTERED,2017-08-22-141446,"",2017-08-22-145955,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\General",nimdalh,"","","",MEDIUM,REGISTERED,2016-11-04-184326,"",2017-08-22-145954,172.16.7.7,173.251.20.37,WINDOWS,"default","",Server 2008 x86 SP: 2,1.0.6.161,""
"SENTINEL\HAMPGREEN3",SENTINEL\hampshire a,"","","",MEDIUM,REGISTERED,2017-01-12-175011,"",2017-08-22-145954,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\OMARASHVILI",SENTINEL\omarashvili,"","","",MEDIUM,REGISTERED,2017-04-04-201334,"",2017-08-22-145954,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\MONTERRA50",SENTINEL\Monterras,"","","",MEDIUM,REGISTERED,2017-08-22-141356,"",2017-08-22-145952,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\KINGSCREST13",SENTINEL\kingscrestL,"","","",MEDIUM,REGISTERED,2017-08-22-141323,"",2017-08-22-145951,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"zagredaimac2017.sentinelcorp.com",zagredaimac2017.sentinelcorp.com,"","","",MEDIUM,REGISTERED,2017-05-16-192704,"",2017-08-22-145949,172.17.8.20,173.251.20.37,MAC,"New_Sensors","",MAC OS X 10.12.6,1.2.2.11,""
"SENTINEL\ESX-MASTER1",SENTINEL\fsremote,"","","",MEDIUM,REGISTERED,2017-04-14-201125,"",2017-08-22-145948,"",173.251.20.37,WINDOWS,"default","",Server 2012 R2 x64 ,1.0.6.161,""
"SENTINEL\AVENEL1",SENTINEL\avenel,"","","",MEDIUM,REGISTERED,2017-01-12-172941,"",2017-08-22-145948,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\GRANDCENT3",SENTINEL\grand centennial a,"","","",MEDIUM,REGISTERED,2017-01-12-174231,"",2017-08-22-145948,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\DELANO3",SENTINEL\delano a,"","","",MEDIUM,REGISTERED,2017-01-12-174859,"",2017-08-22-145945,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\LUCAS",SENTINEL\lucas,"","","",MEDIUM,REGISTERED,2017-01-12-174829,"",2017-08-22-145944,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\CORREIA",SENTINEL\correia,"","","",MEDIUM,REGISTERED,2017-01-03-210041,"",2017-08-22-145944,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\CYPRESSWOOD4",SENTINEL\cypresswooda,"","","",MEDIUM,REGISTERED,2017-08-22-141528,"",2017-08-22-145943,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\POLINSKI",SENTINEL\polinski,"","","",MEDIUM,REGISTERED,2017-03-16-202842,"",2017-08-22-145943,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\ad2",SENTINEL\olds,"","","",MEDIUM,REGISTERED,2016-11-04-155855,"",2017-08-22-145943,"",173.251.20.37,WINDOWS,"default","",Server 2008 R2 x64 SP: 1,1.0.6.161,""
"SENTINEL\Portal3",SENTINEL\nimdaab,"","","",MEDIUM,REGISTERED,2016-11-04-163711,"",2017-08-22-145943,"",173.251.20.37,WINDOWS,"default","",Server 2012 R2 x64 ,1.0.6.161,""
"SENTINEL\NG",SENTINEL\ng,"","","",MEDIUM,REGISTERED,2017-01-12-175159,"",2017-08-22-145942,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\DISTINDIAN3",SENTINEL\allenp,"","","",MEDIUM,REGISTERED,2017-08-22-141443,"",2017-08-22-145942,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\SIEBER1",SENTINEL\sieber,"","","",MEDIUM,REGISTERED,2017-01-12-175516,"",2017-08-22-145939,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\fladger1",SENTINEL\fladger,"","","",MEDIUM,REGISTERED,2016-11-02-193739,"",2017-08-22-145937,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\PARAGON14",SENTINEL\paragonl,"","","",MEDIUM,REGISTERED,2017-08-22-141402,"",2017-08-22-145936,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\Portal4",SENTINEL\nimdaab,"","","",MEDIUM,REGISTERED,2016-11-04-163514,"",2017-08-22-145935,"",173.251.20.37,WINDOWS,"default","",Server 2012 R2 x64 ,1.0.6.161,""
"SENTINEL\BRENTWOOD14",SENTINEL\brentwoodl2,"","","",MEDIUM,REGISTERED,2017-08-22-141328,"",2017-08-22-145934,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\LOFTSLAKEVIEW1",SENTINEL\lofts at lakeview m,"","","",MEDIUM,REGISTERED,2017-01-12-175337,"",2017-08-22-145932,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\NONAPARK13",SENTINEL\nonaparkl,"","","",MEDIUM,REGISTERED,2017-08-22-141329,"",2017-08-22-145932,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\callexpressb",callxpr1,"","","",MEDIUM,REGISTERED,2017-01-18-155915,"",2017-08-22-145932,"",173.251.20.37,WINDOWS,"default","",Server 2003 x86 SP: 2,1.0.6.161,""
"SENTINEL\ADDISONPARK1",SENTINEL\addison park m,"","","",MEDIUM,REGISTERED,2017-01-12-172628,"",2017-08-22-145932,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\pdc1",SENTINEL\olds,"","","",MEDIUM,REGISTERED,2016-11-04-161227,"",2017-08-22-145931,172.16.0.93,173.251.20.37,WINDOWS,"default","",Server 2008 R2 x64 SP: 1,1.0.6.161,""
"SENTINEL\pdc2",SENTINEL\olds,"","","",MEDIUM,REGISTERED,2016-11-04-162723,"",2017-08-22-145930,"",173.251.20.37,WINDOWS,"default","",Server 2008 R2 x64 SP: 1,1.0.6.161,""
"SENTINEL\ad1",SENTINEL\olds,"","","",MEDIUM,REGISTERED,2016-11-04-155603,"",2017-08-22-145929,172.16.0.15,173.251.20.37,WINDOWS,"default","",Server 2008 R2 x64 SP: 1,1.0.6.161,""
"SENTINEL\CORNERSTONE3",SENTINEL\cornerstone a,"","","",MEDIUM,REGISTERED,2017-01-12-173930,"",2017-08-22-145924,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\LITTLESTONE50",SENTINEL\littlestones,"","","",MEDIUM,REGISTERED,2017-08-22-141358,"",2017-08-22-145923,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\RIVERPLACE50",SENTINEL\Riverplacecomms,"","","",MEDIUM,REGISTERED,2017-08-22-141350,"",2017-08-22-145923,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\SANTORA",SENTINEL\santora,"","","",MEDIUM,REGISTERED,2017-05-04-175350,"",2017-08-22-145923,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\FAINBERG",SENTINEL\fainberg,"","","",MEDIUM,REGISTERED,2017-01-12-174120,"",2017-08-22-145923,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\DISTRALEIGH1",SENTINEL\mitchel,"","","",MEDIUM,REGISTERED,2017-08-22-141405,"",2017-08-22-145922,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\AVENEL14",SENTINEL\Avenell2,"","","",MEDIUM,REGISTERED,2017-08-22-141204,"",2017-08-22-145920,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"colomaimac.sentinelcorp.com",admins-imac.sentinelcorp.com,"","","",MEDIUM,REGISTERED,2017-05-17-143924,"",2017-08-22-145920,172.17.8.27,173.251.20.37,MAC,"New_Sensors","",MAC OS X 10.12.5,1.2.2.11,""
"SENTINEL\LINKSPLUMCREEK4",SENTINEL\plum creek a,"","","",MEDIUM,REGISTERED,2017-01-12-174921,"",2017-08-22-145920,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\WESCOTT3",SENTINEL\reserve a,"","","",MEDIUM,REGISTERED,2017-01-12-180546,"",2017-08-22-145919,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\APTEMP4",SENTINEL\horenstein,"","","",MEDIUM,REGISTERED,2017-08-22-141137,"",2017-08-22-145919,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\DEERWOOD50",SENTINEL\colonyatdeerwoods,"","","",MEDIUM,REGISTERED,2017-08-22-141436,"",2017-08-22-145918,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\ESTEVEZ",SENTINEL\estevez,"","","",MEDIUM,REGISTERED,2017-01-12-174113,"",2017-08-22-145918,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\CHINAPEN1",SENTINEL\chinapen,"","","",MEDIUM,REGISTERED,2017-01-12-173745,"",2017-08-22-145918,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\update2",SENTINEL\nimdalh,"","","",MEDIUM,REGISTERED,2017-08-22-135612,"",2017-08-22-145917,172.16.1.11,173.251.20.37,WINDOWS,"default","",Server 2012 x64,2.0.3.4,""
"SENTINEL\SHUBAYEVA1",SENTINEL\shubayeva,"","","",MEDIUM,REGISTERED,2016-11-03-153924,"",2017-08-22-145915,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\HAVEN13",SENTINEL\havenl,"","","",MEDIUM,REGISTERED,2017-01-12-174936,"",2017-08-22-145912,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\Hall1",SENTINEL\hall,"","","",MEDIUM,REGISTERED,2017-01-18-212340,"",2017-08-22-145912,"",173.251.20.37,WINDOWS,"default","",Windows 10 x64,1.0.6.161,""
"SENTINEL\SMORODA",SENTINEL\Smoroda,"","","",MEDIUM,REGISTERED,2017-01-12-175516,"",2017-08-22-145912,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\REYES",SENTINEL\reyes,"","","",MEDIUM,REGISTERED,2017-03-10-201800,"",2017-08-22-145911,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\QUINNCROSSING1",SENTINEL\quinn,"","","",MEDIUM,REGISTERED,2017-01-12-175714,"",2017-08-22-145911,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
